#Thorlabs FTS
[SpectrumHeader]
#Date,20250203
#Time,15375844
#GMTTime,23375844
#Instrument,0
#InstrModel,CCS100
#Series,0
#InterferometerSerial,M00997582
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,100.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,13448.815430
#WnrMax,31151.394531
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.350000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
Pixel Number,Measured Signal
3.789519348e+02,-8.153933450e-04
3.790631714e+02,7.615615614e-04
3.791744385e+02,7.045632228e-04
3.792857361e+02,-4.354042176e-04
3.793970032e+02,1.597537659e-03
3.795082703e+02,1.065552933e-03
3.796195679e+02,-5.541508290e-05
3.797308655e+02,3.245740663e-04
3.798421631e+02,3.435735125e-04
3.799534607e+02,2.058274549e-05
3.800647888e+02,1.155800273e-04
3.801760864e+02,4.575702478e-04
3.802874146e+02,-1.594371046e-03
3.803987427e+02,1.768532791e-03
3.805100708e+02,1.559538767e-03
3.806214294e+02,-2.264101931e-04
3.807327576e+02,1.939527923e-03
3.808441162e+02,7.615615614e-04
3.809554749e+02,1.293546404e-03
3.810668335e+02,1.535789488e-04
3.811781921e+02,-1.138384105e-03
3.812895813e+02,-9.341399709e-05
3.814009399e+02,1.350544742e-03
3.815123291e+02,-7.203960558e-04
3.816237183e+02,8.375594043e-04
3.817351074e+02,1.844530576e-03
3.818464966e+02,1.915778557e-04
3.819579163e+02,6.475648261e-04
3.820693359e+02,-6.063993205e-04
3.821807556e+02,7.615615614e-04
3.822921753e+02,1.426542527e-03
3.824035950e+02,4.955691402e-04
3.825150146e+02,-3.641562580e-05
3.826264648e+02,8.185599581e-04
3.827379150e+02,3.625729587e-04
3.828493652e+02,-7.441453636e-05
3.829608154e+02,-9.673890308e-04
3.830722656e+02,1.046553371e-03
3.831837158e+02,-2.644091146e-04
3.832951965e+02,3.625729587e-04
3.834066772e+02,-4.354042176e-04
3.835181580e+02,2.015525708e-03
3.836296387e+02,6.475648261e-04
3.837411499e+02,1.065552933e-03
3.838526306e+02,-7.583950064e-04
3.839641418e+02,-1.314129040e-04
3.840756531e+02,-7.393955602e-04
3.841871643e+02,1.407543081e-03
3.842986755e+02,5.715669831e-04
3.844102173e+02,6.095659337e-04
3.845217285e+02,2.865751449e-04
3.846332703e+02,4.765697231e-04
3.847448120e+02,1.155800273e-04
3.848563538e+02,1.597537659e-03
3.849679260e+02,1.274546958e-03
3.850794678e+02,2.105773165e-04
3.851910400e+02,3.815724340e-04
3.853026123e+02,-5.541508290e-05
3.854141846e+02,-1.124134506e-04
3.855257568e+02,-9.483895847e-04
3.856373596e+02,-5.541508290e-05
3.857489319e+02,2.414514311e-03
3.858605347e+02,-3.641562580e-05
3.859721375e+02,2.105773165e-04
3.860837402e+02,4.390457645e-03
3.861953735e+02,6.095659337e-04
3.863069763e+02,-7.013966097e-04
3.864186096e+02,-3.784058499e-04
3.865302429e+02,4.005718802e-04
3.866418762e+02,-9.341399709e-05
3.867535095e+02,-2.074107324e-04
3.868651428e+02,-2.074107324e-04
3.869768066e+02,-3.024080361e-04
3.870884705e+02,-4.354042176e-04
3.872001343e+02,1.725783950e-04
3.873117981e+02,1.749533345e-03
3.874234619e+02,-1.124134506e-04
3.875351257e+02,9.895550320e-04
3.876468201e+02,-1.884112862e-04
3.877585144e+02,1.179549610e-03
3.878702087e+02,-1.124134506e-04
3.879819031e+02,1.445541973e-03
3.880935974e+02,-1.157383551e-03
3.882053223e+02,4.385708016e-04
3.883170471e+02,-1.694118255e-04
3.884287415e+02,-1.314129040e-04
3.885404968e+02,9.705555858e-04
3.886522217e+02,3.958220259e-05
3.887639465e+02,3.435735125e-04
3.888757019e+02,7.045632228e-04
3.889874573e+02,-1.043386874e-03
3.890991821e+02,3.435735125e-04
3.892109680e+02,1.483540982e-03
3.893227234e+02,4.195713263e-04
3.894344788e+02,7.615615614e-04
3.895462646e+02,1.540539321e-03
3.896580505e+02,1.084552379e-03
3.897698364e+02,1.559538767e-03
3.898816223e+02,3.958220259e-05
3.899934082e+02,1.345794881e-04
3.901052246e+02,-1.504123647e-04
3.902170410e+02,-7.583950064e-04
3.903288269e+02,-7.393955602e-04
3.904406433e+02,-1.062386320e-03
3.905524902e+02,1.616537105e-03
3.906643066e+02,5.715669831e-04
3.907761536e+02,6.095659337e-04
3.908879700e+02,1.583288054e-06
3.909998169e+02,8.375594043e-04
3.911116638e+02,-2.834085608e-04
3.912235413e+02,4.765697231e-04
3.913353882e+02,1.312545850e-03
3.914472656e+02,1.583288054e-06
3.915591431e+02,9.515561396e-04
3.916710205e+02,3.815724340e-04
3.917828979e+02,-9.293900803e-04
3.918947754e+02,6.475648261e-04
3.920066833e+02,-1.822364633e-03
3.921185608e+02,1.725783950e-04
3.922304688e+02,2.675756987e-04
3.923423767e+02,4.385708016e-04
3.924542847e+02,2.295767772e-04
3.925662231e+02,5.525675369e-04
3.926781311e+02,2.295767772e-04
3.927900696e+02,2.105773165e-04
3.929020081e+02,-1.884112862e-04
3.930139465e+02,-9.341399709e-05
3.931258850e+02,7.805610076e-04
3.932378540e+02,-2.264101931e-04
3.933497925e+02,4.195713263e-04
3.934617615e+02,-3.594064037e-04
3.935737305e+02,1.583288054e-06
3.936856995e+02,3.435735125e-04
3.937976685e+02,1.725783950e-04
3.939096680e+02,-1.917361864e-03
3.940216675e+02,5.525675369e-04
3.941336365e+02,4.765697231e-04
3.942456360e+02,1.407543081e-03
3.943576660e+02,1.535789488e-04
3.944696655e+02,7.805610076e-04
3.945816650e+02,-4.544036638e-04
3.946936951e+02,7.758111315e-05
3.948057251e+02,-2.264101931e-04
3.949177551e+02,-7.441453636e-05
3.950297852e+02,4.385708016e-04
3.951418457e+02,1.008554478e-03
3.952538757e+02,9.135572473e-04
3.953659363e+02,7.045632228e-04
3.954779968e+02,1.426542527e-03
3.955900574e+02,-5.684004282e-04
3.957021179e+02,7.045632228e-04
3.958141785e+02,3.055745910e-04
3.959262695e+02,-5.684004282e-04
3.960383606e+02,1.730533899e-03
3.961504517e+02,1.445541973e-03
3.962625427e+02,8.755582967e-04
3.963746338e+02,5.858165969e-05
3.964867554e+02,6.855637184e-04
3.965988464e+02,6.095659337e-04
3.967109680e+02,1.345794881e-04
3.968230896e+02,4.195713263e-04
3.969352112e+02,1.559538767e-03
3.970473328e+02,1.274546958e-03
3.971594849e+02,1.977526816e-03
3.972716370e+02,7.425621152e-04
3.973837585e+02,4.955691402e-04
3.974959106e+02,-8.343927911e-04
3.976080933e+02,1.141550718e-03
3.977202454e+02,9.658057388e-05
3.978323975e+02,-5.684004282e-04
3.979445801e+02,5.858165969e-05
3.980567627e+02,1.274546958e-03
3.981689453e+02,-3.024080361e-04
3.982811279e+02,8.755582967e-04
3.983933411e+02,2.295767772e-04
3.985055237e+02,5.335680908e-04
3.986177368e+02,1.535789488e-04
3.987299500e+02,1.407543081e-03
3.988421631e+02,2.058274549e-05
3.989543762e+02,7.995604537e-04
3.990665894e+02,4.195713263e-04
3.991788330e+02,1.388543635e-03
3.992910767e+02,1.141550718e-03
3.994033203e+02,1.901529031e-03
3.995155640e+02,9.515561396e-04
3.996278076e+02,-9.103906341e-04
3.997400513e+02,1.725783950e-04
3.998523254e+02,2.865751449e-04
3.999645996e+02,2.295767772e-04
4.000768738e+02,2.485762234e-04
4.001891479e+02,3.435735125e-04
4.003014221e+02,8.565588505e-04
4.004136963e+02,1.540539321e-03
4.005260010e+02,-9.341399709e-05
4.006383057e+02,-7.441453636e-05
4.007506104e+02,1.065552933e-03
4.008629150e+02,3.055745910e-04
4.009752197e+02,4.005718802e-04
4.010875549e+02,-1.741616870e-05
4.011998596e+02,1.583288054e-06
4.013121948e+02,-7.203960558e-04
4.014245300e+02,6.475648261e-04
4.015368652e+02,1.882529468e-03
4.016492310e+02,6.285653799e-04
4.017615662e+02,-4.734031390e-04
4.018739319e+02,1.027553924e-03
4.019862976e+02,6.665642723e-04
4.020986633e+02,4.195713263e-04
4.022110291e+02,1.103551826e-03
4.023233948e+02,9.325566934e-04
4.024357910e+02,2.186520724e-03
4.025481567e+02,-5.304014776e-04
4.026605530e+02,5.715669831e-04
4.027729492e+02,1.597537659e-03
4.028853455e+02,1.312545850e-03
4.029977722e+02,9.515561396e-04
4.031101685e+02,7.235626690e-04
4.032225952e+02,5.335680908e-04
4.033350220e+02,6.475648261e-04
4.034474487e+02,5.335680908e-04
4.035598755e+02,-2.644091146e-04
4.036723022e+02,-7.773944526e-04
4.037847595e+02,-8.153933450e-04
4.038972168e+02,1.692535006e-03
4.040096436e+02,1.540539321e-03
4.041221008e+02,3.435735125e-04
4.042345886e+02,1.426542527e-03
4.043470459e+02,1.521539874e-03
4.044595337e+02,1.160550164e-03
4.045719910e+02,2.414514311e-03
4.046844788e+02,6.095659337e-04
4.047969666e+02,2.148521831e-03
4.049094543e+02,9.515561396e-04
4.050219727e+02,1.863530022e-03
4.051344604e+02,3.649479011e-03
4.052469788e+02,3.416260704e-02
4.053594971e+02,1.405215710e-01
4.054720154e+02,1.024466529e-01
4.055845337e+02,3.845648468e-02
4.056970825e+02,2.061599493e-02
4.058096008e+02,7.905357517e-03
4.059221497e+02,3.782475134e-03
4.060346985e+02,3.193492070e-03
4.061472473e+02,2.167521277e-03
4.062597961e+02,2.091523493e-03
4.063723450e+02,9.135572473e-04
4.064849243e+02,7.615615614e-04
4.065975037e+02,1.578538213e-03
4.067100525e+02,2.295767772e-04
4.068226624e+02,-2.834085608e-04
4.069352417e+02,1.920528477e-03
4.070478210e+02,1.939527923e-03
4.071604309e+02,1.046553371e-03
4.072730103e+02,-1.879362972e-03
4.073856201e+02,7.995604537e-04
4.074982300e+02,9.658057388e-05
4.076108704e+02,3.625729587e-04
4.077234802e+02,4.765697231e-04
4.078361206e+02,4.575702478e-04
4.079487305e+02,1.521539874e-03
4.080613708e+02,2.295767772e-04
4.081740112e+02,2.300517634e-03
4.082866516e+02,2.433513757e-03
4.083993225e+02,4.751447588e-03
4.085119629e+02,2.002701163e-02
4.086246338e+02,1.134425867e-02
4.087373047e+02,5.226433743e-03
4.088499756e+02,4.428456537e-03
4.089626465e+02,2.414514311e-03
4.090753479e+02,1.103551826e-03
4.091880188e+02,8.755582967e-04
4.093007202e+02,-4.544036638e-04
4.094134216e+02,-6.633977173e-04
4.095261230e+02,3.625729587e-04
4.096388245e+02,-1.741616870e-05
4.097515259e+02,-1.504123647e-04
4.098642578e+02,5.905664293e-04
4.099769897e+02,1.179549610e-03
4.100896912e+02,1.977526816e-03
4.102024231e+02,1.027553924e-03
4.103151855e+02,9.135572473e-04
4.104279175e+02,-5.304014776e-04
4.105406494e+02,3.958220259e-05
4.106534119e+02,8.755582967e-04
4.107661743e+02,-3.214074823e-04
4.108789368e+02,5.525675369e-04
4.109916992e+02,-2.644091146e-04
4.111044922e+02,7.995604537e-04
4.112172546e+02,-1.124134506e-04
4.113300476e+02,7.758111315e-05
4.114428406e+02,4.385708016e-04
4.115556335e+02,1.730533899e-03
4.116684265e+02,-2.454096393e-04
4.117812195e+02,6.475648261e-04
4.118940430e+02,2.105773165e-04
4.120068359e+02,8.375594043e-04
4.121196594e+02,-6.633977173e-04
4.122324829e+02,-3.024080361e-04
4.123453064e+02,1.141550718e-03
4.124581299e+02,1.535789488e-04
4.125709839e+02,8.185599581e-04
4.126838379e+02,9.895550320e-04
4.127966614e+02,8.375594043e-04
4.129095154e+02,7.425621152e-04
4.130223999e+02,1.103551826e-03
4.131352539e+02,2.865751449e-04
4.132481079e+02,-7.773944526e-04
4.133609924e+02,-1.385377022e-03
4.134738770e+02,3.815724340e-04
4.135867615e+02,5.715669831e-04
4.136996460e+02,9.658057388e-05
4.138125305e+02,-5.684004282e-04
4.139254150e+02,9.325566934e-04
4.140383301e+02,5.905664293e-04
4.141512451e+02,6.475648261e-04
4.142641602e+02,1.388543635e-03
4.143770752e+02,-3.641562580e-05
4.144899902e+02,1.103551826e-03
4.146029053e+02,7.425621152e-04
4.147158508e+02,-1.124134506e-04
4.148287964e+02,6.095659337e-04
4.149417419e+02,1.725783950e-04
4.150546875e+02,-3.024080361e-04
4.151676331e+02,1.345794881e-04
4.152805786e+02,-1.504123647e-04
4.153935547e+02,1.521539874e-03
4.155065308e+02,3.435735125e-04
4.156194763e+02,-4.544036638e-04
4.157324829e+02,9.658057388e-05
4.158454590e+02,1.939527923e-03
4.159584351e+02,-4.164047714e-04
4.160714417e+02,-2.454096393e-04
4.161844177e+02,-1.252380898e-03
4.162974243e+02,4.195713263e-04
4.164104309e+02,9.895550320e-04
4.165234375e+02,3.725476796e-03
4.166364746e+02,4.941442050e-03
4.167494812e+02,2.604508772e-03
4.168625183e+02,1.331545296e-03
4.169755554e+02,8.755582967e-04
4.170885925e+02,1.331545296e-03
4.172016296e+02,4.765697231e-04
4.173146667e+02,6.095659337e-04
4.174277039e+02,6.665642723e-04
4.175407715e+02,-4.544036638e-04
4.176538391e+02,-3.404069284e-04
4.177669067e+02,-4.544036638e-04
4.178799744e+02,-5.494009820e-04
4.179930420e+02,-5.541508290e-05
4.181061401e+02,1.445541973e-03
4.182192078e+02,2.675756987e-04
4.183323059e+02,6.665642723e-04
4.184454041e+02,-2.074107324e-04
4.185585022e+02,7.995604537e-04
4.186716003e+02,3.958220259e-05
4.187846985e+02,8.375594043e-04
4.188978271e+02,5.335680908e-04
4.190109558e+02,1.350544742e-03
4.191240845e+02,-4.354042176e-04
4.192372131e+02,7.045632228e-04
4.193503418e+02,3.815724340e-04
4.194634705e+02,3.435735125e-04
4.195766296e+02,6.855637184e-04
4.196897583e+02,6.665642723e-04
4.198029175e+02,7.425621152e-04
4.199160767e+02,2.927499590e-03
4.200292358e+02,1.768532791e-03
4.201423950e+02,1.725783950e-04
4.202555847e+02,-5.541508290e-05
4.203687744e+02,-3.784058499e-04
4.204819336e+02,1.768532791e-03
4.205951233e+02,2.091523493e-03
4.207083130e+02,1.825531130e-03
4.208215332e+02,4.656450357e-03
4.209347229e+02,2.471512649e-03
4.210479431e+02,2.186520724e-03
4.211611328e+02,1.369544188e-03
4.212743530e+02,-7.441453636e-05
4.213875732e+02,-1.504123647e-04
4.215007935e+02,1.255547395e-03
4.216140442e+02,9.135572473e-04
4.217272644e+02,1.915778557e-04
4.218405151e+02,2.485762234e-04
4.219537659e+02,-7.203960558e-04
4.220670166e+02,1.008554478e-03
4.221802673e+02,5.335680908e-04
4.222935181e+02,1.255547395e-03
4.224067993e+02,7.995604537e-04
4.225200806e+02,1.179549610e-03
4.226333313e+02,-1.884112862e-04
4.227466125e+02,1.179549610e-03
4.228598938e+02,-4.164047714e-04
4.229732056e+02,2.485762234e-04
4.230864868e+02,9.515561396e-04
4.231997986e+02,4.523454234e-03
4.233130798e+02,-9.863884188e-04
4.234263916e+02,-2.012359211e-03
4.235397034e+02,1.155800273e-04
4.236530457e+02,1.464541419e-03
4.237663574e+02,1.535789488e-04
4.238796692e+02,1.673535444e-03
4.239930115e+02,2.058274549e-05
4.241063538e+02,9.515561396e-04
4.242196960e+02,1.027553924e-03
4.243330383e+02,5.858165969e-05
4.244463806e+02,-7.441453636e-05
4.245597534e+02,4.765697231e-04
4.246731262e+02,1.535789488e-04
4.247864685e+02,5.715669831e-04
4.248998413e+02,4.575702478e-04
4.250132141e+02,-1.404376468e-03
4.251266174e+02,3.625729587e-04
4.252399902e+02,6.475648261e-04
4.253533936e+02,4.955691402e-04
4.254667664e+02,-7.441453636e-05
4.255801697e+02,8.755582967e-04
4.256935730e+02,8.755582967e-04
4.258069763e+02,-3.641562580e-05
4.259204102e+02,4.575702478e-04
4.260338135e+02,1.939527923e-03
4.261472473e+02,-3.214074823e-04
4.262606812e+02,6.475648261e-04
4.263741150e+02,-1.518373261e-03
4.264875488e+02,5.335680908e-04
4.266009827e+02,3.435735125e-04
4.267144470e+02,2.813502913e-03
4.268278809e+02,7.615615614e-04
4.269413452e+02,8.375594043e-04
4.270548096e+02,6.665642723e-04
4.271682739e+02,1.616537105e-03
4.272817383e+02,7.805610076e-04
4.273952332e+02,1.654535998e-03
4.275086975e+02,7.615615614e-04
4.276221924e+02,7.425621152e-04
4.277356873e+02,9.515561396e-04
4.278491821e+02,5.905664293e-04
4.279626770e+02,1.958527369e-03
4.280761719e+02,2.908500144e-03
4.281896973e+02,2.091523493e-03
4.283031921e+02,6.095659337e-04
4.284167175e+02,-7.441453636e-05
4.285302429e+02,1.445541973e-03
4.286437683e+02,-3.784058499e-04
4.287572937e+02,9.135572473e-04
4.288708496e+02,3.435735125e-04
4.289843750e+02,2.319517080e-03
4.290979309e+02,2.675756987e-04
4.292114868e+02,-1.124134506e-04
4.293250427e+02,1.920528477e-03
4.294385986e+02,-9.483895847e-04
4.295521545e+02,2.485762234e-04
4.296657410e+02,1.103551826e-03
4.297792969e+02,7.615615614e-04
4.298928833e+02,8.375594043e-04
4.300064697e+02,2.129522385e-03
4.301200562e+02,2.129522385e-03
4.302336426e+02,9.325566934e-04
4.303472595e+02,-1.176382997e-03
4.304608459e+02,1.350544742e-03
4.305744629e+02,8.755582967e-04
4.306880798e+02,1.559538767e-03
4.308016968e+02,1.578538213e-03
4.309153137e+02,1.331545296e-03
4.310289612e+02,-2.834085608e-04
4.311425781e+02,1.331545296e-03
4.312562256e+02,2.319517080e-03
4.313698425e+02,1.065552933e-03
4.314834900e+02,1.160550164e-03
4.315971375e+02,-1.314129040e-04
4.317108154e+02,-1.314129040e-04
4.318244629e+02,2.300517634e-03
4.319381409e+02,6.665642723e-04
4.320517883e+02,2.338516526e-03
4.321654663e+02,1.749533345e-03
4.322791443e+02,3.815724340e-04
4.323928223e+02,7.235626690e-04
4.325065308e+02,8.565588505e-04
4.326202087e+02,8.755582967e-04
4.327339172e+02,1.236547949e-03
4.328476257e+02,1.293546404e-03
4.329613037e+02,3.245740663e-04
4.330750427e+02,1.312545850e-03
4.331887512e+02,7.235626690e-04
4.333024597e+02,9.705555858e-04
4.334161987e+02,4.955691402e-04
4.335299072e+02,-8.723917417e-04
4.336436462e+02,1.179549610e-03
4.337573853e+02,7.615615614e-04
4.338711243e+02,1.255547395e-03
4.339848938e+02,1.749533345e-03
4.340986328e+02,2.110522939e-03
4.342124023e+02,2.015525708e-03
4.343261414e+02,2.395514864e-03
4.344399109e+02,1.046553371e-03
4.345536804e+02,3.516482888e-03
4.346674805e+02,4.314459860e-03
4.347812500e+02,3.155493177e-03
4.348950500e+02,2.471512649e-03
4.350088196e+02,2.585509326e-03
4.351226196e+02,2.547510434e-03
4.352364197e+02,3.212491516e-03
4.353502197e+02,6.689392030e-03
4.354640198e+02,1.109726634e-02
4.355778503e+02,6.689392030e-03
4.356916504e+02,5.302431993e-03
4.358054810e+02,4.865444265e-03
4.359193115e+02,3.630479565e-03
4.360331421e+02,4.409457091e-03
4.361469727e+02,4.523454234e-03
4.362608032e+02,7.012383081e-03
4.363746643e+02,6.095184013e-02
4.364885254e+02,4.715490937e-01
4.366023560e+02,4.675022066e-01
4.367162170e+02,1.605849862e-01
4.368300781e+02,7.349148393e-02
4.369439697e+02,2.743679844e-02
4.370578308e+02,1.284521632e-02
4.371716919e+02,7.620365359e-03
4.372855835e+02,8.038353175e-03
4.373994751e+02,3.193492070e-03
4.375133667e+02,2.889500698e-03
4.376272583e+02,2.338516526e-03
4.377411499e+02,2.053524600e-03
4.378550720e+02,1.236547949e-03
4.379689636e+02,1.160550164e-03
4.380828857e+02,7.805610076e-04
4.381968079e+02,1.426542527e-03
4.383107300e+02,-7.013966097e-04
4.384246521e+02,9.515561396e-04
4.385385742e+02,1.008554478e-03
4.386525269e+02,1.920528477e-03
4.387664795e+02,-1.694118255e-04
4.388804016e+02,6.855637184e-04
4.389943542e+02,1.065552933e-03
4.391083069e+02,5.335680908e-04
4.392222900e+02,-2.074107324e-04
4.393362427e+02,1.863530022e-03
4.394501953e+02,4.575702478e-04
4.395641785e+02,-4.354042176e-04
4.396781616e+02,6.855637184e-04
4.397921448e+02,2.186520724e-03
4.399061279e+02,6.475648261e-04
4.400201111e+02,5.715669831e-04
4.401341248e+02,1.939527923e-03
4.402481079e+02,1.255547395e-03
4.403621216e+02,9.325566934e-04
4.404761353e+02,1.863530022e-03
4.405901489e+02,7.425621152e-04
4.407041626e+02,1.008554478e-03
4.408181763e+02,6.095659337e-04
4.409322205e+02,-6.633977173e-04
4.410462341e+02,1.065552933e-03
4.411602783e+02,-1.124134506e-04
4.412743225e+02,-4.164047714e-04
4.413883667e+02,7.615615614e-04
4.415024109e+02,7.805610076e-04
4.416164856e+02,-4.544036638e-04
4.417305298e+02,-7.441453636e-05
4.418446045e+02,4.765697231e-04
4.419586487e+02,-3.404069284e-04
4.420727234e+02,-6.443982711e-04
4.421867981e+02,-5.684004282e-04
4.423009033e+02,6.095659337e-04
4.424149780e+02,1.958527369e-03
4.425290833e+02,1.255547395e-03
4.426431580e+02,2.865751449e-04
4.427572632e+02,1.155800273e-04
4.428713684e+02,2.675756987e-04
4.429854736e+02,1.583288054e-06
4.430995789e+02,2.485762234e-04
4.432137146e+02,8.755582967e-04
4.433278198e+02,1.179549610e-03
4.434419556e+02,8.945577429e-04
4.435560913e+02,7.615615614e-04
4.436702271e+02,-5.684004282e-04
4.437843628e+02,-8.153933450e-04
4.438984985e+02,1.160550164e-03
4.440126648e+02,-7.393955602e-04
4.441268005e+02,7.758111315e-05
4.442409668e+02,6.855637184e-04
4.443551331e+02,3.435735125e-04
4.444692993e+02,-4.734031390e-04
4.445834656e+02,8.565588505e-04
4.446976318e+02,-7.773944526e-04
4.448118286e+02,-5.541508290e-05
4.449259949e+02,-9.483895847e-04
4.450401917e+02,2.865751449e-04
4.451543884e+02,-3.214074823e-04
4.452685852e+02,-1.884112862e-04
4.453827820e+02,4.955691402e-04
4.454970093e+02,2.148521831e-03
4.456112061e+02,3.055745910e-04
4.457254333e+02,-1.024387428e-03
4.458396301e+02,-5.494009820e-04
4.459538574e+02,-2.264101931e-04
4.460680847e+02,-3.974052961e-04
4.461823425e+02,8.755582967e-04
4.462965698e+02,-5.684004282e-04
4.464107971e+02,8.565588505e-04
4.465250549e+02,3.625729587e-04
4.466393127e+02,7.235626690e-04
4.467535706e+02,1.103551826e-03
4.468678284e+02,9.325566934e-04
4.469820862e+02,2.675756987e-04
4.470963440e+02,6.855637184e-04
4.472106323e+02,1.407543081e-03
4.473249207e+02,1.426542527e-03
4.474391785e+02,-2.644091146e-04
4.475534668e+02,1.939527923e-03
4.476677551e+02,-4.164047714e-04
4.477820740e+02,1.255547395e-03
4.478963623e+02,-1.504123647e-04
4.480106506e+02,1.345794881e-04
4.481249695e+02,-8.723917417e-04
4.482392883e+02,-1.499373815e-03
4.483536072e+02,9.895550320e-04
4.484679260e+02,5.858165969e-05
4.485822449e+02,-4.544036638e-04
4.486965942e+02,1.915778557e-04
4.488109131e+02,3.055745910e-04
4.489252625e+02,-1.741616870e-05
4.490396118e+02,4.195713263e-04
4.491539612e+02,-7.203960558e-04
4.492683105e+02,-1.504123647e-04
4.493826599e+02,-3.974052961e-04
4.494970093e+02,2.485762234e-04
4.496113892e+02,7.805610076e-04
4.497257690e+02,1.535789488e-04
4.498401184e+02,5.715669831e-04
4.499544983e+02,-3.024080361e-04
4.500688782e+02,4.195713263e-04
4.501832886e+02,6.095659337e-04
4.502976685e+02,4.195713263e-04
4.504120789e+02,5.715669831e-04
4.505264587e+02,-7.441453636e-05
4.506408691e+02,1.806531684e-03
4.507552795e+02,1.179549610e-03
4.508696899e+02,3.435735125e-04
4.509841003e+02,1.065552933e-03
4.510985413e+02,3.435735125e-04
4.512129517e+02,3.815724340e-04
4.513273926e+02,-3.641562580e-05
4.514418335e+02,1.160550164e-03
4.515562744e+02,4.765697231e-04
4.516707153e+02,6.855637184e-04
4.517851562e+02,6.475648261e-04
4.518996277e+02,1.882529468e-03
4.520140686e+02,1.160550164e-03
4.521285400e+02,4.195713263e-04
4.522430115e+02,-7.393955602e-04
4.523574829e+02,-5.494009820e-04
4.524719543e+02,2.661507344e-03
4.525864258e+02,4.575702478e-04
4.527008972e+02,-2.454096393e-04
4.528153992e+02,2.528510988e-03
4.529299011e+02,-1.884112862e-04
4.530443726e+02,7.235626690e-04
4.531588745e+02,-2.834085608e-04
4.532733765e+02,-5.684004282e-04
4.533879089e+02,-6.823971635e-04
4.535024109e+02,3.815724340e-04
4.536169434e+02,-1.504123647e-04
4.537314453e+02,-6.063993205e-04
4.538459778e+02,-6.633977173e-04
4.539605103e+02,8.375594043e-04
4.540750427e+02,3.958220259e-05
4.541895752e+02,7.235626690e-04
4.543041382e+02,1.502540428e-03
4.544186707e+02,4.955691402e-04
4.545332336e+02,-4.354042176e-04
4.546477966e+02,7.425621152e-04
4.547623291e+02,1.863530022e-03
4.548769226e+02,1.155800273e-04
4.549914856e+02,3.815724340e-04
4.551060486e+02,2.243519295e-03
4.552206421e+02,4.385708016e-04
4.553352051e+02,1.464541419e-03
4.554497986e+02,-2.074107324e-04
4.555643921e+02,8.375594043e-04
4.556789856e+02,2.295767772e-04
4.557935791e+02,4.195713263e-04
4.559081726e+02,7.425621152e-04
4.560227966e+02,-1.124134506e-04
4.561374207e+02,7.995604537e-04
4.562520142e+02,-4.924025852e-04
4.563666382e+02,7.805610076e-04
4.564812622e+02,2.295767772e-04
4.565958862e+02,3.958220259e-05
4.567105408e+02,5.715669831e-04
4.568251648e+02,5.335680908e-04
4.569398193e+02,2.471512649e-03
4.570544434e+02,1.027553924e-03
4.571690979e+02,9.515561396e-04
4.572837524e+02,-9.483895847e-04
4.573984375e+02,1.141550718e-03
4.575130920e+02,-1.504123647e-04
4.576277466e+02,1.711534453e-03
4.577424316e+02,1.635536551e-03
4.578571167e+02,1.155800273e-04
4.579717712e+02,9.325566934e-04
4.580864563e+02,-6.443982711e-04
4.582011414e+02,-3.024080361e-04
4.583158569e+02,7.235626690e-04
4.584305420e+02,-1.314129040e-04
4.585452576e+02,-8.533922955e-04
4.586599426e+02,2.675756987e-04
4.587746582e+02,3.497483442e-03
4.588893738e+02,-1.124134506e-04
4.590040894e+02,-3.214074823e-04
4.591188049e+02,8.755582967e-04
4.592335510e+02,4.955691402e-04
4.593482666e+02,-1.119384659e-03
4.594630127e+02,7.235626690e-04
4.595777588e+02,-7.013966097e-04
4.596925049e+02,7.615615614e-04
4.598072510e+02,-9.863884188e-04
4.599219971e+02,7.615615614e-04
4.600367432e+02,1.084552379e-03
4.601515198e+02,-7.203960558e-04
4.602662659e+02,1.008554478e-03
4.603810425e+02,2.485762234e-04
4.604958191e+02,1.255547395e-03
4.606105957e+02,3.245740663e-04
4.607253723e+02,6.475648261e-04
4.608401489e+02,-4.354042176e-04
4.609549561e+02,2.295767772e-04
4.610697327e+02,5.858165969e-05
4.611845398e+02,7.045632228e-04
4.612993469e+02,1.692535006e-03
4.614141541e+02,-1.024387428e-03
4.615289612e+02,7.425621152e-04
4.616437683e+02,-3.214074823e-04
