#Thorlabs FTS
[SpectrumHeader]
#Date,20250203
#Time,15375844
#GMTTime,23375844
#Instrument,0
#InstrModel,CCS100
#Series,0
#InterferometerSerial,M00997582
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,100.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,13448.815430
#WnrMax,31151.394531
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.350000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
Pixel Number,Measured Signal
4.617586060e+02,4.765697231e-04
4.618734131e+02,4.955691402e-04
4.619882507e+02,7.758111315e-05
4.621030884e+02,-2.644091146e-04
4.622179260e+02,2.865751449e-04
4.623327637e+02,-1.632370055e-03
4.624476013e+02,-4.924025852e-04
4.625624390e+02,-8.153933450e-04
4.626773071e+02,-1.100385212e-03
4.627921753e+02,-7.441453636e-05
4.629070129e+02,1.863530022e-03
4.630218811e+02,2.148521831e-03
4.631367493e+02,3.815724340e-04
4.632516174e+02,1.725783950e-04
4.633665161e+02,3.435735125e-04
4.634813843e+02,1.521539874e-03
4.635962830e+02,-3.404069284e-04
4.637111511e+02,1.027553924e-03
4.638260498e+02,3.435735125e-04
4.639409485e+02,9.658057388e-05
4.640558472e+02,-1.328378683e-03
4.641707764e+02,1.635536551e-03
4.642856750e+02,6.095659337e-04
4.644006042e+02,1.274546958e-03
4.645155029e+02,7.805610076e-04
4.646304321e+02,-7.441453636e-05
4.647453613e+02,1.179549610e-03
4.648602905e+02,-1.252380898e-03
4.649752197e+02,-2.834085608e-04
4.650901794e+02,8.945577429e-04
4.652051086e+02,1.787532237e-03
4.653200684e+02,3.625729587e-04
4.654349976e+02,6.665642723e-04
4.655499573e+02,4.765697231e-04
4.656649170e+02,-3.974052961e-04
4.657799072e+02,-5.684004282e-04
4.658948669e+02,-7.441453636e-05
4.660098267e+02,7.425621152e-04
4.661248169e+02,-6.823971635e-04
4.662398071e+02,3.958220259e-05
4.663547668e+02,9.658057388e-05
4.664697571e+02,5.525675369e-04
4.665847473e+02,6.475648261e-04
4.666997681e+02,1.583288054e-06
4.668147583e+02,-8.343927911e-04
4.669297485e+02,1.535789488e-04
4.670447693e+02,4.955691402e-04
4.671597900e+02,-1.124134506e-04
4.672748108e+02,-7.441453636e-05
4.673898315e+02,9.325566934e-04
4.675048523e+02,6.855637184e-04
4.676198730e+02,-2.644091146e-04
4.677349243e+02,-6.633977173e-04
4.678499451e+02,5.525675369e-04
4.679649963e+02,-1.504123647e-04
4.680800476e+02,1.388543635e-03
4.681950989e+02,6.285653799e-04
4.683101501e+02,-1.176382997e-03
4.684252014e+02,4.195713263e-04
4.685402832e+02,3.245740663e-04
4.686553345e+02,-9.673890308e-04
4.687704163e+02,7.615615614e-04
4.688854675e+02,9.895550320e-04
4.690005493e+02,9.515561396e-04
4.691156311e+02,3.815724340e-04
4.692307434e+02,3.435735125e-04
4.693458252e+02,-5.304014776e-04
4.694609070e+02,1.179549610e-03
4.695760193e+02,3.815724340e-04
4.696911316e+02,2.058274549e-05
4.698062134e+02,6.855637184e-04
4.699213257e+02,3.958220259e-05
4.700364380e+02,8.375594043e-04
4.701515808e+02,-9.341399709e-05
4.702666931e+02,1.046553371e-03
4.703818359e+02,5.715669831e-04
4.704969482e+02,-5.304014776e-04
4.706120911e+02,-1.741616870e-05
4.707272339e+02,7.045632228e-04
4.708423767e+02,1.768532791e-03
4.709575195e+02,3.055745910e-04
4.710726624e+02,-6.063993205e-04
4.711878357e+02,-2.074107324e-04
4.713029785e+02,1.122551272e-03
4.714181519e+02,1.863530022e-03
4.715333252e+02,9.895550320e-04
4.716484985e+02,1.084552379e-03
4.717636719e+02,-9.673890308e-04
4.718788452e+02,1.155800273e-04
4.719940186e+02,1.445541973e-03
4.721092224e+02,8.185599581e-04
4.722243958e+02,6.095659337e-04
4.723395996e+02,-7.203960558e-04
4.724548035e+02,-6.253987667e-04
4.725700073e+02,4.575702478e-04
4.726852112e+02,-3.784058499e-04
4.728004150e+02,1.711534453e-03
4.729156494e+02,-8.723917417e-04
4.730308533e+02,7.615615614e-04
4.731460876e+02,2.675756987e-04
4.732613220e+02,-7.013966097e-04
4.733765564e+02,-9.863884188e-04
4.734917908e+02,1.578538213e-03
4.736070251e+02,-1.043386874e-03
4.737222595e+02,-2.834085608e-04
4.738375244e+02,1.293546404e-03
4.739527588e+02,-9.341399709e-05
4.740680237e+02,8.185599581e-04
4.741832886e+02,5.905664293e-04
4.742985535e+02,-3.214074823e-04
4.744138184e+02,7.045632228e-04
4.745290833e+02,5.335680908e-04
4.746443481e+02,-3.404069284e-04
4.747596436e+02,-1.879362972e-03
4.748749084e+02,5.145686446e-04
4.749902039e+02,1.217548503e-03
4.751054993e+02,6.665642723e-04
4.752207947e+02,1.255547395e-03
4.753360901e+02,1.583288054e-06
4.754513855e+02,-7.963938988e-04
4.755667114e+02,-5.494009820e-04
4.756820068e+02,9.895550320e-04
4.757973328e+02,4.955691402e-04
4.759126587e+02,-5.684004282e-04
4.760279846e+02,-2.074107324e-04
4.761433105e+02,1.768532791e-03
4.762586365e+02,-1.100385212e-03
4.763739624e+02,-8.153933450e-04
4.764893188e+02,-1.100385212e-03
4.766046448e+02,-2.454096393e-04
4.767200012e+02,-1.404376468e-03
4.768353577e+02,7.805610076e-04
4.769507141e+02,-8.153933450e-04
4.770660706e+02,-1.366377575e-03
4.771814270e+02,-2.644091146e-04
4.772967834e+02,6.855637184e-04
4.774121704e+02,-8.533922955e-04
4.775275269e+02,-9.341399709e-05
4.776429138e+02,1.369544188e-03
4.777583008e+02,3.055745910e-04
4.778736877e+02,-1.504123647e-04
4.779890747e+02,1.217548503e-03
4.781044617e+02,-5.304014776e-04
4.782198486e+02,3.435735125e-04
4.783352661e+02,-9.863884188e-04
4.784506531e+02,-9.863884188e-04
4.785660706e+02,-7.203960558e-04
4.786814880e+02,4.765697231e-04
4.787969055e+02,2.865751449e-04
4.789123230e+02,9.325566934e-04
4.790277405e+02,-9.863884188e-04
4.791431885e+02,7.805610076e-04
4.792586060e+02,9.895550320e-04
4.793740540e+02,7.235626690e-04
4.794895020e+02,-9.863884188e-04
4.796049500e+02,1.583288054e-06
4.797203979e+02,1.535789488e-04
4.798358459e+02,2.395514864e-03
4.799512939e+02,4.005718802e-04
4.800667419e+02,5.335680908e-04
4.801822205e+02,1.160550164e-03
4.802976990e+02,-1.124134506e-04
4.804131470e+02,1.583288054e-06
4.805286255e+02,-6.823971635e-04
4.806441040e+02,1.915778557e-04
4.807595825e+02,1.426542527e-03
4.808750916e+02,1.768532791e-03
4.809905701e+02,1.027553924e-03
4.811060791e+02,9.135572473e-04
4.812215576e+02,3.958220259e-05
4.813370667e+02,3.055745910e-04
4.814525757e+02,-7.441453636e-05
4.815680847e+02,-7.441453636e-05
4.816835938e+02,6.475648261e-04
4.817991333e+02,4.385708016e-04
4.819146423e+02,3.055745910e-04
4.820301514e+02,-4.924025852e-04
4.821456909e+02,7.615615614e-04
4.822612305e+02,4.955691402e-04
4.823767700e+02,1.388543635e-03
4.824923096e+02,1.155800273e-04
4.826078491e+02,7.758111315e-05
4.827233887e+02,-8.723917417e-04
4.828389587e+02,-1.884112862e-04
4.829544983e+02,8.755582967e-04
4.830700684e+02,8.755582967e-04
4.831856384e+02,-7.393955602e-04
4.833012085e+02,5.715669831e-04
4.834167786e+02,5.525675369e-04
4.835323486e+02,-3.214074823e-04
4.836479187e+02,4.005718802e-04
4.837635193e+02,1.008554478e-03
4.838790894e+02,1.084552379e-03
4.839946899e+02,-2.264101931e-04
4.841102905e+02,7.235626690e-04
4.842258911e+02,3.625729587e-04
4.843414917e+02,-4.734031390e-04
4.844570923e+02,1.730533899e-03
4.845726929e+02,1.274546958e-03
4.846883240e+02,3.815724340e-04
4.848039246e+02,9.325566934e-04
4.849195557e+02,-8.533922955e-04
4.850351868e+02,7.235626690e-04
4.851508179e+02,9.135572473e-04
4.852664490e+02,2.485762234e-04
4.853820801e+02,1.559538767e-03
4.854977112e+02,4.385708016e-04
4.856133728e+02,6.095659337e-04
4.857290039e+02,7.805610076e-04
4.858446655e+02,-5.304014776e-04
4.859603271e+02,2.105773165e-04
4.860759888e+02,7.045632228e-04
4.861916504e+02,-1.252380898e-03
4.863073120e+02,5.335680908e-04
4.864229736e+02,-9.341399709e-05
4.865386658e+02,-2.264101931e-04
4.866543274e+02,7.805610076e-04
4.867700195e+02,1.331545296e-03
4.868857117e+02,3.953470383e-03
4.870013733e+02,5.093437620e-03
4.871170654e+02,3.212491516e-03
4.872327881e+02,1.155800273e-04
4.873484802e+02,8.185599581e-04
4.874641724e+02,-2.644091146e-04
4.875798950e+02,7.425621152e-04
4.876955872e+02,1.407543081e-03
4.878113098e+02,1.046553371e-03
4.879270325e+02,-1.884112862e-04
4.880427551e+02,1.725783950e-04
4.881584778e+02,2.105773165e-04
4.882742310e+02,-4.354042176e-04
4.883899536e+02,-1.124134506e-04
4.885056763e+02,-1.100385212e-03
4.886214294e+02,-9.341399709e-05
4.887371826e+02,-8.723917417e-04
4.888529358e+02,-1.252380898e-03
4.889686890e+02,2.105773165e-04
4.890844421e+02,2.675756987e-04
4.892001953e+02,-1.404376468e-03
4.893159485e+02,4.195713263e-04
4.894317322e+02,1.464541419e-03
4.895475159e+02,7.425621152e-04
4.896632690e+02,-1.252380898e-03
4.897790527e+02,-5.541508290e-05
4.898948364e+02,-6.253987667e-04
4.900106201e+02,1.345794881e-04
4.901264038e+02,6.095659337e-04
4.902422180e+02,7.615615614e-04
4.903580017e+02,1.179549610e-03
4.904738159e+02,-7.773944526e-04
4.905896301e+02,1.198549056e-03
4.907054138e+02,1.160550164e-03
4.908212280e+02,1.255547395e-03
4.909370422e+02,-6.253987667e-04
4.910528870e+02,-4.924025852e-04
4.911687012e+02,-4.354042176e-04
4.912845154e+02,3.435735125e-04
4.914003601e+02,3.055745910e-04
4.915162048e+02,4.385708016e-04
4.916320190e+02,5.335680908e-04
4.917478638e+02,7.805610076e-04
4.918637085e+02,1.540539321e-03
4.919795837e+02,-3.024080361e-04
4.920954285e+02,-5.541508290e-05
4.922112732e+02,2.281518187e-03
4.923271484e+02,5.910414271e-03
4.924429932e+02,3.554481780e-03
4.925588684e+02,6.665642723e-04
4.926747437e+02,5.335680908e-04
4.927906189e+02,9.135572473e-04
4.929064941e+02,1.293546404e-03
4.930223694e+02,2.865751449e-04
4.931382751e+02,9.325566934e-04
4.932541504e+02,7.615615614e-04
4.933700562e+02,1.155800273e-04
4.934859619e+02,4.575702478e-04
4.936018372e+02,1.535789488e-04
4.937177429e+02,5.335680908e-04
4.938336792e+02,-5.684004282e-04
4.939495850e+02,1.521539874e-03
4.940654907e+02,6.095659337e-04
4.941814270e+02,8.185599581e-04
4.942973328e+02,2.485762234e-04
4.944132690e+02,-2.644091146e-04
4.945292053e+02,3.815724340e-04
4.946451416e+02,8.565588505e-04
4.947610779e+02,-3.404069284e-04
4.948770142e+02,-1.884112862e-04
4.949929504e+02,3.435735125e-04
4.951088867e+02,-3.594064037e-04
4.952248535e+02,-1.741616870e-05
4.953408203e+02,-2.644091146e-04
4.954567566e+02,1.583288054e-06
4.955727234e+02,-5.541508290e-05
4.956886902e+02,7.425621152e-04
4.958046570e+02,4.955691402e-04
4.959206543e+02,1.673535444e-03
4.960366211e+02,-9.483895847e-04
4.961525879e+02,7.995604537e-04
4.962685852e+02,5.525675369e-04
4.963845825e+02,6.475648261e-04
4.965005798e+02,1.635536551e-03
4.966165466e+02,1.350544742e-03
4.967325745e+02,-3.784058499e-04
4.968485718e+02,-2.454096393e-04
4.969645691e+02,1.901529031e-03
4.970805664e+02,7.805610076e-04
4.971965942e+02,1.725783950e-04
4.973126221e+02,1.027553924e-03
4.974286194e+02,-8.723917417e-04
4.975446472e+02,2.058274549e-05
4.976606750e+02,-7.963938988e-04
4.977767029e+02,1.692535006e-03
4.978927612e+02,1.915778557e-04
4.980087891e+02,7.045632228e-04
4.981248169e+02,1.673535444e-03
4.982408752e+02,-6.443982711e-04
4.983569336e+02,2.295767772e-04
4.984729919e+02,1.155800273e-04
4.985890503e+02,2.295767772e-04
4.987051086e+02,-2.074107324e-04
4.988211670e+02,-5.494009820e-04
4.989372253e+02,7.425621152e-04
4.990533142e+02,7.615615614e-04
4.991693726e+02,4.005718802e-04
4.992854614e+02,1.160550164e-03
4.994015198e+02,7.995604537e-04
4.995176086e+02,-3.024080361e-04
4.996336975e+02,3.815724340e-04
4.997497864e+02,2.485762234e-04
4.998659058e+02,1.255547395e-03
4.999819946e+02,1.407543081e-03
5.000981140e+02,7.995604537e-04
5.002142029e+02,-6.253987667e-04
5.003303223e+02,7.045632228e-04
5.004464417e+02,2.865751449e-04
5.005625610e+02,1.217548503e-03
5.006786804e+02,9.658057388e-05
5.007947998e+02,1.046553371e-03
5.009109192e+02,9.325566934e-04
5.010270386e+02,1.312545850e-03
5.011431885e+02,-8.723917417e-04
5.012593384e+02,1.445541973e-03
5.013754578e+02,6.665642723e-04
5.014916077e+02,2.376515418e-03
5.016077576e+02,3.435735125e-04
5.017239075e+02,7.425621152e-04
5.018400574e+02,6.475648261e-04
5.019562378e+02,1.255547395e-03
5.020723877e+02,-2.454096393e-04
5.021885681e+02,1.445541973e-03
5.023047180e+02,1.725783950e-04
5.024208984e+02,6.095659337e-04
5.025370789e+02,1.535789488e-04
5.026532593e+02,2.224519849e-03
5.027694397e+02,-2.644091146e-04
5.028856506e+02,-3.784058499e-04
5.030018311e+02,5.335680908e-04
5.031180115e+02,-4.544036638e-04
5.032342224e+02,-8.153933450e-04
5.033504333e+02,2.224519849e-03
5.034666138e+02,-3.214074823e-04
5.035828247e+02,1.141550718e-03
5.036990356e+02,-1.385377022e-03
5.038152771e+02,1.141550718e-03
5.039314880e+02,6.665642723e-04
5.040476990e+02,3.958220259e-05
5.041639404e+02,-1.741616870e-05
5.042801514e+02,6.855637184e-04
5.043963928e+02,1.535789488e-04
5.045126343e+02,-5.114020314e-04
5.046288757e+02,-1.314129040e-04
5.047451172e+02,-3.641562580e-05
5.048613586e+02,3.625729587e-04
5.049776306e+02,8.755582967e-04
5.050938721e+02,6.855637184e-04
5.052101440e+02,-1.694118255e-04
5.053263855e+02,-2.644091146e-04
5.054426575e+02,5.905664293e-04
5.055589294e+02,2.675756987e-04
5.056752014e+02,4.955691402e-04
5.057914734e+02,-5.684004282e-04
5.059077454e+02,6.475648261e-04
5.060240173e+02,8.565588505e-04
5.061403198e+02,1.583288054e-06
5.062565918e+02,5.715669831e-04
5.063728943e+02,-8.723917417e-04
5.064891968e+02,6.855637184e-04
5.066054993e+02,-9.341399709e-05
5.067218018e+02,3.815724340e-04
5.068381042e+02,2.485762234e-04
5.069544067e+02,1.312545850e-03
5.070707092e+02,1.141550718e-03
5.071870422e+02,-1.504123647e-04
5.073033447e+02,2.718505682e-03
5.074196777e+02,-3.024080361e-04
5.075360107e+02,5.335680908e-04
5.076523438e+02,5.858165969e-05
5.077686768e+02,1.155800273e-04
5.078850098e+02,-1.043386874e-03
5.080013428e+02,1.725783950e-04
5.081177063e+02,1.155800273e-04
5.082340393e+02,3.625729587e-04
5.083504028e+02,2.295767772e-04
5.084667358e+02,2.865751449e-04
5.085830994e+02,8.565588505e-04
5.086994629e+02,7.235626690e-04
5.088158264e+02,1.331545296e-03
5.089321899e+02,-1.694118255e-04
5.090485840e+02,-7.963938988e-04
5.091649475e+02,8.185599581e-04
5.092813110e+02,-2.264101931e-04
5.093977051e+02,5.145686446e-04
5.095140991e+02,7.758111315e-05
5.096304626e+02,-5.684004282e-04
5.097468567e+02,4.195713263e-04
5.098632507e+02,2.295767772e-04
5.099796753e+02,8.185599581e-04
5.100960693e+02,8.755582967e-04
5.102124634e+02,-5.541508290e-05
5.103288879e+02,3.435735125e-04
5.104452820e+02,3.435735125e-04
5.105617065e+02,5.858165969e-05
5.106781311e+02,1.502540428e-03
5.107945557e+02,1.141550718e-03
5.109109802e+02,8.755582967e-04
5.110274048e+02,-1.884112862e-04
5.111438293e+02,8.755582967e-04
5.112602539e+02,-1.632370055e-03
5.113767090e+02,1.312545850e-03
5.114931641e+02,7.425621152e-04
5.116095886e+02,5.335680908e-04
5.117260437e+02,5.335680908e-04
5.118424988e+02,3.435735125e-04
5.119589539e+02,1.915778557e-04
5.120754395e+02,5.145686446e-04
5.121918945e+02,1.977526816e-03
5.123083496e+02,3.815724340e-04
5.124248047e+02,2.167521277e-03
5.125412598e+02,-7.441453636e-05
5.126577759e+02,4.765697231e-04
5.127742310e+02,-1.884112862e-04
5.128907471e+02,9.705555858e-04
5.130072021e+02,2.295767772e-04
5.131237183e+02,7.615615614e-04
5.132401733e+02,1.445541973e-03
5.133566895e+02,8.185599581e-04
5.134732056e+02,3.958220259e-05
5.135896606e+02,7.995604537e-04
5.137061768e+02,-4.354042176e-04
5.138226929e+02,1.217548503e-03
5.139392090e+02,-7.963938988e-04
5.140557251e+02,1.217548503e-03
5.141722412e+02,8.375594043e-04
5.142887573e+02,2.433513757e-03
5.144052734e+02,-3.784058499e-04
5.145218506e+02,1.939527923e-03
5.146383667e+02,2.585509326e-03
5.147548828e+02,1.977526816e-03
5.148714600e+02,1.915778557e-04
5.149879761e+02,1.725783950e-04
5.151045532e+02,-3.024080361e-04
5.152210693e+02,9.135572473e-04
5.153376465e+02,2.105773165e-04
5.154541626e+02,3.815724340e-04
5.155707397e+02,8.565588505e-04
5.156873169e+02,1.122551272e-03
5.158038940e+02,1.141550718e-03
5.159204712e+02,-8.533922955e-04
5.160369873e+02,-7.441453636e-05
5.161535645e+02,5.525675369e-04
5.162701416e+02,1.692535006e-03
5.163867798e+02,4.385708016e-04
5.165033569e+02,-2.074107324e-04
5.166199341e+02,2.865751449e-04
5.167365112e+02,-6.443982711e-04
5.168530884e+02,1.160550164e-03
5.169697266e+02,1.179549610e-03
5.170863037e+02,1.065552933e-03
5.172029419e+02,7.805610076e-04
5.173195190e+02,8.565588505e-04
5.174361572e+02,3.435735125e-04
5.175527344e+02,1.920528477e-03
5.176693726e+02,-6.063993205e-04
5.177860107e+02,3.055745910e-04
5.179026489e+02,5.145686446e-04
5.180192261e+02,6.285653799e-04
5.181358643e+02,-9.341399709e-05
5.182525024e+02,-3.404069284e-04
5.183691406e+02,-4.544036638e-04
5.184857788e+02,4.765697231e-04
5.186024170e+02,-1.504123647e-04
5.187191162e+02,1.141550718e-03
5.188357544e+02,-1.043386874e-03
5.189523926e+02,1.179549610e-03
5.190690308e+02,7.805610076e-04
5.191857300e+02,8.755582967e-04
5.193023682e+02,1.597537659e-03
5.194190674e+02,1.654535998e-03
5.195357056e+02,3.435735125e-04
5.196524048e+02,-5.541508290e-05
5.197690430e+02,6.665642723e-04
5.198857422e+02,1.065552933e-03
5.200024414e+02,2.105773165e-04
5.201191406e+02,5.335680908e-04
5.202357788e+02,1.065552933e-03
5.203524780e+02,1.255547395e-03
5.204691772e+02,-2.644091146e-04
5.205858765e+02,7.235626690e-04
5.207025757e+02,-1.694118255e-04
5.208192749e+02,2.865751449e-04
5.209360352e+02,6.285653799e-04
5.210527344e+02,2.675756987e-04
5.211694336e+02,-1.176382997e-03
5.212861328e+02,2.675756987e-04
5.214028931e+02,9.895550320e-04
5.215195923e+02,-5.541508290e-05
5.216363525e+02,-1.195382443e-03
5.217530518e+02,6.855637184e-04
5.218698120e+02,-7.203960558e-04
5.219865112e+02,6.665642723e-04
5.221032715e+02,1.065552933e-03
5.222200317e+02,9.135572473e-04
5.223367920e+02,-1.884112862e-04
5.224535522e+02,7.805610076e-04
5.225702515e+02,6.855637184e-04
5.226870117e+02,-2.644091146e-04
5.228037720e+02,1.996526262e-03
5.229205322e+02,-1.741616870e-05
5.230373535e+02,6.285653799e-04
5.231541138e+02,5.858165969e-05
5.232708740e+02,2.058274549e-05
5.233876343e+02,6.285653799e-04
5.235043945e+02,1.583288054e-06
5.236212158e+02,-1.124134506e-04
5.237379761e+02,2.485762234e-04
5.238547974e+02,-1.504123647e-04
5.239715576e+02,3.055745910e-04
5.240883789e+02,4.385708016e-04
5.242051392e+02,7.235626690e-04
5.243219604e+02,-5.684004282e-04
5.244387817e+02,1.915778557e-04
5.245556030e+02,7.235626690e-04
5.246724243e+02,1.540539321e-03
5.247891846e+02,8.565588505e-04
5.249060059e+02,8.755582967e-04
5.250228271e+02,-7.393955602e-04
5.251396484e+02,1.141550718e-03
5.252564697e+02,1.345794881e-04
5.253733521e+02,9.325566934e-04
5.254901733e+02,1.915778557e-04
5.256069946e+02,6.665642723e-04
5.257238159e+02,-7.583950064e-04
5.258406982e+02,7.995604537e-04
5.259575195e+02,4.005718802e-04
5.260744019e+02,4.575702478e-04
5.261912231e+02,3.435735125e-04
5.263081055e+02,7.805610076e-04
5.264249268e+02,-9.341399709e-05
5.265418091e+02,8.185599581e-04
5.266586914e+02,4.195713263e-04
5.267755127e+02,1.958527369e-03
5.268923950e+02,1.616537105e-03
5.270092773e+02,8.375594043e-04
5.271261597e+02,4.195713263e-04
5.272430420e+02,-3.784058499e-04
5.273599243e+02,1.535789488e-04
5.274768066e+02,-1.694118255e-04
5.275936890e+02,-1.314129040e-04
5.277105713e+02,1.198549056e-03
5.278275146e+02,-9.103906341e-04
5.279443970e+02,1.084552379e-03
5.280612793e+02,1.255547395e-03
5.281781616e+02,2.865751449e-04
5.282951050e+02,1.369544188e-03
5.284119873e+02,1.535789488e-04
5.285289307e+02,-1.176382997e-03
5.286458130e+02,-7.203960558e-04
5.287627563e+02,4.955691402e-04
5.288796997e+02,4.575702478e-04
5.289966431e+02,-5.684004282e-04
5.291135254e+02,2.485762234e-04
5.292304688e+02,1.345794881e-04
5.293474121e+02,7.615615614e-04
5.294643555e+02,6.475648261e-04
5.295812988e+02,7.235626690e-04
5.296982422e+02,9.515561396e-04
5.298151855e+02,1.312545850e-03
5.299321289e+02,2.452513203e-03
5.300490723e+02,7.045632228e-04
5.301660767e+02,9.515561396e-04
5.302830200e+02,6.475648261e-04
5.303999634e+02,-2.264101931e-04
5.305169678e+02,-1.741616870e-05
5.306339111e+02,-7.963938988e-04
5.307508545e+02,8.185599581e-04
5.308678589e+02,-2.834085608e-04
5.309848633e+02,-7.441453636e-05
5.311018066e+02,3.625729587e-04
5.312188110e+02,5.905664293e-04
5.313358154e+02,1.084552379e-03
5.314527588e+02,1.331545296e-03
5.315697632e+02,3.055745910e-04
5.316867676e+02,1.312545850e-03
5.318037720e+02,-3.214074823e-04
5.319207764e+02,5.858165969e-05
5.320377808e+02,1.597537659e-03
5.321547852e+02,-7.203960558e-04
5.322717896e+02,-1.124134506e-04
5.323888550e+02,4.195713263e-04
5.325058594e+02,5.858165969e-05
5.326228638e+02,1.369544188e-03
5.327398682e+02,-1.689368393e-03
5.328569336e+02,8.565588505e-04
5.329739380e+02,9.895550320e-04
5.330910034e+02,9.705555858e-04
5.332080078e+02,-1.884112862e-04
5.333250732e+02,2.295767772e-04
5.334420776e+02,1.331545296e-03
5.335591431e+02,2.295767772e-04
5.336762085e+02,-4.164047714e-04
5.337932739e+02,-9.341399709e-05
5.339102783e+02,6.665642723e-04
5.340273438e+02,4.765697231e-04
5.341444092e+02,2.675756987e-04
5.342614746e+02,7.758111315e-05
5.343785400e+02,-1.176382997e-03
5.344956055e+02,-1.884112862e-04
5.346126709e+02,-1.290379791e-03
5.347297974e+02,2.129522385e-03
5.348468628e+02,-1.290379791e-03
5.349639282e+02,-3.024080361e-04
5.350809937e+02,8.945577429e-04
5.351981201e+02,7.615615614e-04
5.353151855e+02,-2.834085608e-04
5.354323120e+02,-1.694118255e-04
5.355493774e+02,7.615615614e-04
5.356665039e+02,-9.341399709e-05
5.357835693e+02,-6.823971635e-04
5.359006958e+02,9.658057388e-05
5.360178223e+02,7.615615614e-04
5.361348877e+02,3.625729587e-04
5.362520142e+02,2.058274549e-05
5.363691406e+02,5.335680908e-04
5.364862671e+02,-7.583950064e-04
5.366033936e+02,1.084552379e-03
5.367205200e+02,-2.454096393e-04
5.368376465e+02,8.755582967e-04
5.369547729e+02,7.995604537e-04
5.370718994e+02,2.186520724e-03
5.371890259e+02,1.217548503e-03
5.373062134e+02,1.155800273e-04
5.374233398e+02,3.435735125e-04
5.375404663e+02,-6.823971635e-04
5.376576538e+02,-1.124134506e-04
5.377747803e+02,1.711534453e-03
5.378919678e+02,7.425621152e-04
5.380090942e+02,6.855637184e-04
5.381262817e+02,5.335680908e-04
5.382434082e+02,-4.544036638e-04
5.383605957e+02,-1.884112862e-04
5.384777832e+02,2.105773165e-04
5.385949707e+02,-1.423376030e-03
5.387120972e+02,4.955691402e-04
5.388292847e+02,9.895550320e-04
5.389464722e+02,1.155800273e-04
5.390636597e+02,1.345794881e-04
5.391808472e+02,-7.583950064e-04
5.392980347e+02,5.145686446e-04
5.394152222e+02,-1.694118255e-04
5.395324097e+02,-9.863884188e-04
5.396496582e+02,2.485762234e-04
5.397668457e+02,7.615615614e-04
5.398840332e+02,-9.341399709e-05
5.400012817e+02,3.435735125e-04
5.401184692e+02,1.274546958e-03
5.402356567e+02,-4.544036638e-04
5.403529053e+02,7.615615614e-04
5.404700928e+02,-1.124134506e-04
5.405873413e+02,9.658057388e-05
5.407045898e+02,8.565588505e-04
5.408217773e+02,6.475648261e-04
5.409390259e+02,1.027553924e-03
5.410562744e+02,2.295767772e-04
5.411735229e+02,5.335680908e-04
5.412907104e+02,-1.314129040e-04
5.414079590e+02,1.065552933e-03
5.415252075e+02,-3.404069284e-04
5.416424561e+02,1.155800273e-04
5.417597046e+02,1.483540982e-03
5.418770142e+02,1.345794881e-04
5.419942627e+02,-4.354042176e-04
5.421115112e+02,-4.544036638e-04
5.422287598e+02,7.615615614e-04
5.423460083e+02,-1.252380898e-03
5.424633179e+02,7.235626690e-04
5.425805664e+02,2.105773165e-04
5.426978760e+02,4.385708016e-04
5.428151245e+02,7.615615614e-04
5.429324341e+02,-4.544036638e-04
5.430496826e+02,1.255547395e-03
5.431669922e+02,6.095659337e-04
5.432842407e+02,-8.723917417e-04
5.434015503e+02,1.730533899e-03
5.435188599e+02,1.065552933e-03
5.436361694e+02,1.583288054e-06
5.437534790e+02,4.955691402e-04
5.438707886e+02,7.615615614e-04
5.439880981e+02,-1.423376030e-03
5.441054077e+02,7.995604537e-04
5.442227173e+02,9.895550320e-04
5.443400269e+02,1.369544188e-03
5.444573364e+02,1.958527369e-03
5.445746460e+02,1.312545850e-03
5.446919556e+02,1.141550718e-03
5.448092651e+02,8.375594043e-04
5.449266357e+02,2.148521831e-03
5.450439453e+02,-4.924025852e-04
5.451613159e+02,1.673535444e-03
5.452786255e+02,-1.741616870e-05
5.453959961e+02,3.815724340e-04
5.455133057e+02,3.435735125e-04
5.456306763e+02,-5.541508290e-05
5.457479858e+02,1.749533345e-03
5.458653564e+02,3.625729587e-04
5.459827271e+02,1.464541419e-03
5.461000977e+02,1.274546958e-03
5.462174072e+02,1.768532791e-03
5.463347778e+02,2.243519295e-03
5.464521484e+02,1.901529031e-03
