#Thorlabs FTS
[SpectrumHeader]
#Date,20250203
#Time,15482027
#GMTTime,23482027
#Instrument,0
#InstrModel,CCS100
#Series,0
#InterferometerSerial,M00997582
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,100.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,13448.815430
#WnrMax,31151.394531
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.350000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
3.209201965e+02,-2.454702917e-04
3.210282593e+02,9.660443175e-05
3.211363220e+02,7.047372637e-04
3.212443848e+02,1.583679250e-06
3.213524780e+02,-7.585823769e-04
3.214605713e+02,1.407890813e-03
3.215686340e+02,1.160836895e-03
3.216767578e+02,3.436584084e-04
3.217848511e+02,5.146957701e-04
3.218929749e+02,2.016023733e-03
3.220010681e+02,-3.642462252e-05
3.221091919e+02,4.956916091e-04
3.222173462e+02,-1.504495303e-04
3.223254700e+02,4.386791552e-04
3.224336243e+02,2.296334860e-04
3.225417786e+02,1.726210321e-04
3.226499329e+02,9.707953432e-04
3.227580872e+02,-2.074619842e-04
3.228662415e+02,3.816667013e-04
3.229744263e+02,-7.775864797e-04
3.230826111e+02,1.217849320e-03
3.231907959e+02,-2.074619842e-04
3.232990112e+02,2.866459545e-04
3.234071960e+02,4.006708332e-04
3.235154114e+02,2.296334860e-04
3.236236267e+02,-8.345989627e-04
3.237318420e+02,-1.309702755e-03
3.238400879e+02,1.726210321e-04
3.239483032e+02,1.445899135e-03
3.240565491e+02,-2.644744236e-04
3.241647949e+02,7.427455857e-04
3.242730713e+02,1.346127392e-04
3.243813171e+02,-2.264661307e-04
3.244895935e+02,9.327870794e-04
3.245978699e+02,2.676417935e-04
3.247061462e+02,-5.115284002e-04
3.248144226e+02,1.274861745e-03
3.249227295e+02,5.146957701e-04
3.250310059e+02,2.106293396e-04
3.251393127e+02,1.008803723e-03
3.252476501e+02,2.106293396e-04
3.253559570e+02,1.916251931e-04
3.254642944e+02,1.426895033e-03
3.255726318e+02,-2.454702917e-04
3.256809692e+02,6.667289417e-04
3.257893066e+02,4.766874481e-04
3.258976440e+02,4.386791552e-04
3.260060120e+02,4.196749942e-04
3.261143799e+02,4.196749942e-04
3.262227478e+02,-1.176673686e-03
3.263311157e+02,-8.916113875e-04
3.264395142e+02,2.486376325e-04
3.265479126e+02,-5.875449860e-04
3.266562805e+02,1.502911560e-03
3.267647095e+02,6.287206779e-04
3.268731079e+02,4.956916091e-04
3.269815369e+02,8.187621715e-04
