#Thorlabs FTS
[SpectrumHeader]
#Date,20250203
#Time,15433361
#GMTTime,23433361
#Instrument,0
#InstrModel,CCS100
#Series,0
#InterferometerSerial,M00997582
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,100.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,13448.815430
#WnrMax,31151.394531
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.350000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
3.209201965e+02,1.308473409e-03
3.210282593e+02,-6.494843983e-04
3.211363220e+02,1.194417593e-03
3.212443848e+02,1.536584925e-03
3.213524780e+02,6.051293458e-04
3.214605713e+02,4.720642464e-04
3.215686340e+02,1.346491976e-03
3.216767578e+02,9.853153024e-04
3.217848511e+02,-3.263262915e-04
3.218929749e+02,1.555594266e-03
3.220010681e+02,1.555594266e-03
3.221091919e+02,4.910735297e-04
3.222173462e+02,1.004324644e-03
3.223254700e+02,-1.172240081e-04
3.224336243e+02,1.479557133e-03
3.225417786e+02,7.381944451e-04
3.226499329e+02,1.859743032e-03
3.227580872e+02,6.431479123e-04
3.228662415e+02,9.187827527e-05
3.229744263e+02,1.327482751e-03
3.230826111e+02,1.346491976e-03
3.231907959e+02,6.621572538e-04
3.232990112e+02,9.663060191e-04
3.234071960e+02,1.175408252e-03
3.235154114e+02,1.118380460e-03
3.236236267e+02,-2.217751535e-05
3.237318420e+02,1.327482751e-03
3.238400879e+02,-3.453356039e-04
3.239483032e+02,5.481014377e-04
3.240565491e+02,-3.643448872e-04
3.241647949e+02,-2.312798024e-04
3.242730713e+02,1.042343210e-03
3.243813171e+02,6.051293458e-04
